,10m_critical_power,10m_critical_power_hr,10m_peak_wpk,10s_critical_power,10s_peak_wpk,15s_critical_power,15s_peak_wpk,1m_critical_power,1m_critical_power_hr,1m_peak_wpk,1s_critical_power,1s_peak_wpk,20m_critical_power,20m_critical_power_hr,20m_peak_wpk,20s_critical_power,20s_peak_wpk,2m_critical_power,30m_critical_power,30m_critical_power_hr,30m_peak_wpk,30s_critical_power,30s_peak_wpk,3m_critical_power,5m_critical_power,5m_critical_power_hr,5m_peak_wpk,5s_critical_power,5s_peak_wpk,60m_critical_power,60m_critical_power_hr,60m_peak_wpk,8m_critical_power,90m_critical_power,HRV_Recovery_Points,Rest_AVNN,Rest_HF,Rest_HR,Rest_LF,Rest_PNN50,Rest_SDNN,Rest_rMSSD,a_coggan_tss,a_friel_efficiency_factor,a_skiba_bike_score,a_skiba_response_index,a_skiba_variability_index,activity_crc,aerobic_decoupling,antiss_score,ap_percent_max,athlete_weight,atiss_score,average_speed,average_temp,best_1000m,best_100m,best_10km,best_1500m,best_15km,best_2000m,best_200m,best_20km,best_3000m,best_30km,best_4000m,best_400m,best_40km,best_5000m,best_500m,best_50m,best_800m,best_Marathon,best_half_marathon,coggan_tss,cp_setting,cpsolver_best_r,daniels_equivalent_power,daniels_points,data,date,distance_swim,elevation_gain,elevation_gain_carrying,elevation_loss,eoa,friel_efficiency_factor,gradient,heartbeats,hrnp,hrpw,l3_sustain,l4_sustain,l5_sustain,l6_sustain,l7_sustain,max_cadence,max_ct,max_heartrate,max_power,max_run_cadence,max_speed,max_temp,maxpowervariance,meanpowervariance,min_heartrate,min_temp,ninety_five_percent_hr,pace,pace_swim,peak_percent,power_fatigue_index,power_pacing_index,power_zone,ride_count,session_rpe,skiba_bike_score,skiba_response_index,skiba_variability_index,skiba_wprime_low,skiba_wprime_matches,skiba_wprime_max,skiba_wprime_maxmatch,skiba_wprime_tau,sport,time_carrying,time_in_zone_H1,time_in_zone_H2,time_in_zone_H3,time_in_zone_H4,time_in_zone_H5,time_in_zone_L1,time_in_zone_L2,time_in_zone_L3,time_in_zone_L4,time_in_zone_L5,time_in_zone_L6,time_in_zone_L7,time_in_zone_P1,time_in_zone_P2,time_in_zone_P3,time_in_zone_P4,time_in_zone_P5,time_in_zone_P6,time_riding,tiss_delta,total_distance,total_kcalories,total_work,trimp_100_points,trimp_points,trimp_zonal_points,triscore,vam,wattsRPE,wb,wcptime_in_zone_L1,wcptime_in_zone_L2,wcptime_in_zone_L3,wcptime_in_zone_L4,workout_time,wtime_in_zone_L1,wtime_in_zone_L2,wtime_in_zone_L3,wtime_in_zone_L4,wwork_in_zone_L1,wwork_in_zone_L2,wwork_in_zone_L3,wwork_in_zone_L4,VERSION,yob,gender,id,10m_critical_pace,10m_critical_pace_hr,10m_critical_pace_swim,10s_critical_pace,10s_critical_pace_swim,15s_critical_pace,15s_critical_pace_swim,1m_critical_pace,1m_critical_pace_hr,1m_critical_pace_swim,20m_critical_pace,20m_critical_pace_hr,20m_critical_pace_swim,20s_critical_pace,20s_critical_pace_swim,2m_critical_pace,2m_critical_pace_swim,30m_critical_pace,30m_critical_pace_hr,30m_critical_pace_swim,30s_critical_pace,30s_critical_pace_swim,3m_critical_pace,3m_critical_pace_swim,5m_critical_pace,5m_critical_pace_hr,5m_critical_pace_swim,60m_critical_pace,60m_critical_pace_hr,60m_critical_pace_swim,8m_critical_pace,8m_critical_pace_swim,90m_critical_pace,90m_critical_pace_swim,govss,govss_rtp,swimscore,swimscore_tp,average_lps,average_lte,average_rps,average_rte,filename,time,distance,speed,power,heartrate,cadence,torque,altitude,gps,slope,windspeed,temperature,pedal_data,moxy_O2,running_dynamics
837,,129.20701,,,,,,,112.05085,,,,,,,,,,,,,,,,,122.60535,,,,,,,,,,,,,,,,,,,,,,1493843552862.00000,,,,81.00000,,23.58301,-255.00000,2.30000,0.16667,,3.51667,,4.78333,0.35000,,7.36667,,9.83333,0.81667,,12.36667,1.06667,0.08333,1.85000,,,,220.00000,-255.00000,,,TDS-HC-AGL-----,2017/05/03 20:31:57 UTC,6662.20000,20.11700,,10.05900,,,0.30196,2287.58333,,,,,,,,94.00000,37.37677,154.00000,,94.00000,37.50000,-255.00000,,,98.00000,-255.00000,151.00000,2.54420,0.25442,,,,,1.00000,,,,,,,,,,Bike,,43.00000,440.00000,536.00000,,,,,,,,,,8.00000,2.00000,1.00000,2.00000,15.00000,991.00000,1019.00000,,6.66220,,,13.15132,23.22136,19.43167,,71.07085,,,,,,,1019.00000,,,,,,,,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_05_03_20_31_57.csv,True,True,True,False,True,True,False,True,True,True,False,False,False,False,False
838,,154.00167,,,,,,,119.93220,,,,,151.65221,,,,,,148.25903,,,,,,141.96990,,,,,141.70714,,,,,,,,,,,,,,,,,1493878485013.00000,,,,81.00000,,,-255.00000,1.63333,0.13333,24.88333,2.55000,39.86667,3.71667,0.26667,54.26667,5.80000,,7.73333,0.56667,,10.25000,0.75000,0.06667,1.26667,,57.23333,,220.00000,-255.00000,,,TDS-HC-AGL-----,2017/05/04 06:14:15 UTC,27477.00000,116.58500,,114.60400,,,0.42430,10534.65000,,,,,,,,106.00000,38.39325,176.00000,,106.00000,46.00000,-255.00000,,,106.00000,-255.00000,169.00000,,,,,,,1.00000,,,,,,,,,,Bike,,9.00000,1584.00000,2179.00000,626.00000,76.00000,,,,,,,,136.00000,94.00000,141.00000,174.00000,450.00000,3479.00000,4466.00000,,27.47700,,,68.69367,121.29282,99.95500,,93.81001,,,,,,,4474.00000,,,,,,,,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_05_04_06_14_15.csv,True,True,True,False,True,True,False,True,True,True,False,False,False,False,False
839,,122.50083,,,,,,,115.00000,,,,,121.95079,,,,,,,,,,,,119.19398,,,,,,,,,,,,,,,,,,,,,,1493896349775.00000,,,,81.00000,,19.08991,-255.00000,2.46667,0.18333,,3.88333,,5.20000,0.40000,,8.18333,,11.35000,0.95000,,14.81667,1.20000,0.10000,1.93333,,,,220.00000,-255.00000,,,TDS-HC-AGL-----,2017/05/04 11:11:49 UTC,8479.10000,7.01100,,24.08000,,,0.08269,3272.45000,,,,,,,,91.00000,37.52330,138.00000,,91.00000,33.80000,-255.00000,,,108.00000,-255.00000,132.00000,3.14302,0.31430,,,,,1.00000,,,,,,,,,,Bike,1.00000,13.00000,1552.00000,35.00000,,,,,,,,,,61.00000,17.00000,37.00000,133.00000,463.00000,889.00000,1600.00000,,8.47910,,,14.74425,26.03401,29.34833,,15.77475,,,,,,,1600.00000,,,,,,,,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_05_04_11_11_49.csv,True,True,True,False,True,True,False,True,True,True,False,False,False,False,False
840,,120.51252,,,,,,,109.00000,,,,,118.98332,,,,,,,,,,,,116.06355,,,,,,,,,,,,,,,,,,,,,,1493929957787.00000,,,,81.00000,,20.89963,-255.00000,2.66667,0.18333,,3.95000,,5.38333,0.36667,,8.31667,,11.41667,0.85000,,15.20000,1.11667,0.10000,2.03333,,,,220.00000,-255.00000,,,TDS-HC-AGL-----,2017/05/04 20:32:03 UTC,6676.27000,25.14600,,14.02100,,,0.37665,2489.10000,,,,,,,,91.00000,37.35384,143.00000,,91.00000,34.00000,-255.00000,,,92.00000,-255.00000,134.00000,2.87086,0.28709,,,,,1.00000,,,,,,,,,,Bike,2.00000,124.00000,1070.00000,58.00000,,,,,,,,,,138.00000,7.00000,11.00000,50.00000,137.00000,909.00000,1203.00000,,6.67627,,,11.41888,20.16238,22.63667,,72.30479,,,,,,,1252.00000,,,,,,,,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_05_04_20_32_03.csv,True,True,True,False,True,True,False,True,True,True,False,False,False,False,False
841,172.02833,130.22705,2.12381,237.00000,2.92593,234.20000,2.89136,230.15000,144.44068,2.84136,248.00000,3.06173,154.48917,132.21685,1.90727,232.95000,2.87593,229.33333,142.22833,129.43135,1.75591,231.86667,2.86255,228.70556,197.94333,130.09365,2.44374,242.20000,2.99012,,,,167.85208,,,,,,,,,,44.76840,1.32560,42.35099,1.28931,1.38543,1493967049453.00000,44.78741,0.00677,11.44309,81.00000,30.37161,18.40892,-255.00000,2.65000,0.26667,39.31667,4.06667,,5.58333,0.53333,,9.65000,,13.76667,1.06667,,16.68333,1.31667,0.13333,2.11667,,,44.76840,220.00000,-255.00000,166.76097,21.99959,TDSPH----------,2017/05/05 06:49:46 UTC,12267.50000,,,,,1.32560,,6012.81667,1.32560,0.93062,,,,,,,37.75373,156.00000,248.00000,,23.36400,-255.00000,125.00000,18.95708,78.00000,-255.00000,152.00000,3.25929,0.32593,48.72182,93.54839,46.14148,1.11443,1.00000,,42.35099,1.28931,1.38543,18.06167,,9.69164,1.54800,451.00000,Bike,,528.00000,1758.00000,596.00000,54.00000,,2016.00000,188.00000,10.00000,500.00000,222.00000,,,666.00000,6.00000,10.00000,8.00000,1284.00000,962.00000,2399.00000,99.97770,12.26750,,335.96900,22.26564,39.31458,53.87000,42.35099,,,20.20120,654.00000,,,,2936.00000,2936.00000,,,,347.44200,,,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_05_05_06_49_46.csv,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
842,,131.84975,,,,,,,115.33898,,,,,,,,,,,,,,,,,133.25753,,,,,,,,,,,,,,,,,,,,,,1493983372203.00000,,,,81.00000,,23.29438,-255.00000,1.98333,0.15000,,3.16667,,4.21667,0.30000,,6.76667,,9.36667,0.65000,,12.03333,0.85000,0.08333,1.53333,,,,220.00000,-255.00000,,,TDS-HC-AGL-----,2017/05/05 11:22:25 UTC,6858.90000,14.02000,,37.03200,,,0.20441,2305.41667,,,,,,,,107.00000,37.35393,157.00000,,107.00000,40.70000,-255.00000,,,103.00000,-255.00000,149.00000,2.57573,0.25757,,,,,1.00000,,,,,,,,,,Bike,8.00000,14.00000,760.00000,268.00000,19.00000,,,,,,,,,22.00000,4.00000,8.00000,14.00000,48.00000,965.00000,1061.00000,,6.85890,,,12.16045,21.47178,20.13667,,47.57022,,,,,,,1061.00000,,,,,,,,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_05_05_11_22_25.csv,True,True,True,False,True,True,False,True,True,True,False,False,False,False,False
843,,125.29883,,,,,,,112.32203,,,,,,,,,,,,,,,,,123.03010,,,,,,,,,,,,,,,,,,,,,,1494015548313.00000,,,,81.00000,,20.48540,-255.00000,2.61667,0.20000,,4.05000,,5.40000,0.41667,,8.26667,,11.20000,0.98333,,14.21667,1.25000,0.10000,2.05000,,,,220.00000,-255.00000,,,TDS-HC-AGL-----,2017/05/05 20:18:54 UTC,6748.80000,24.07900,,13.10600,,,0.35679,2521.70000,,,,,,,,93.00000,37.40502,151.00000,,93.00000,32.00000,-255.00000,,,101.00000,-255.00000,135.00000,2.92892,0.29289,,,,,1.00000,,,,,,,,,,Bike,3.00000,45.00000,1108.00000,35.00000,,,,,,,,,,20.00000,,3.00000,25.00000,135.00000,1005.00000,1188.00000,,6.74880,,,12.51169,22.09197,21.68833,,72.96667,,,,,,,1188.00000,,,,,,,,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_05_05_20_18_54.csv,True,True,True,False,True,True,False,True,True,True,False,False,False,False,False
844,,120.02170,,,,,,,107.67797,,,,,120.79149,,,,,,123.85381,,,,,,116.04348,,,,,119.30064,,,,,,,,,,,,,,,,,1494065540338.00000,,,,81.00000,,19.60337,-255.00000,1.41667,0.13333,25.06667,2.28333,40.18333,3.10000,0.26667,54.98333,5.56667,92.03333,8.98333,0.53333,142.80000,11.45000,0.66667,0.06667,1.11667,149.10000,58.83333,,220.00000,-255.00000,,,TDS-HC-AGL-----,2017/05/06 10:12:20 UTC,69728.10000,504.44900,6.09600,487.38000,,,0.72345,27453.36667,,,,,,,,101.00000,38.30345,155.00000,,101.00000,52.97930,-255.00000,,,90.00000,-255.00000,142.00000,3.06070,0.30607,,,,,1.00000,,,,,,,,,,Bike,46.00000,3274.00000,8655.00000,3138.00000,11.00000,,,,,,,,,4486.00000,361.00000,529.00000,808.00000,1136.00000,7758.00000,12835.00000,,69.72810,,,137.17698,242.21419,270.91167,,120.44146,,,,,,,15078.00000,,,,,,,,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_05_06_10_12_20.csv,True,True,True,False,True,True,False,True,True,True,False,False,False,False,False
845,233.31333,164.40401,2.88041,283.10000,3.49506,281.13333,3.47078,263.68333,167.84746,3.25535,288.00000,3.55556,230.75583,157.96914,2.84884,278.85000,3.44259,251.84167,,,,274.90000,3.39383,245.48333,238.39000,165.46154,2.94309,285.00000,3.51852,,,,233.71875,,,,,,,,,,37.73791,1.46669,37.19748,1.45615,0.99204,1494249214562.00000,6.55322,0.02170,22.95344,81.00000,39.47278,22.78139,-255.00000,2.56667,0.25000,,3.88333,,5.21667,0.50000,,7.86667,,10.48333,1.01667,,13.10000,1.26667,0.13333,2.05000,,,37.73791,220.00000,-255.00000,228.29101,40.19542,TDSPH----------,2017/05/08 13:12:37 UTC,7897.55000,,,,,1.46669,,3252.61667,1.46669,1.46784,,77.00000,1161.00000,,,,37.69764,170.00000,288.00000,,24.62400,-255.00000,246.00000,9.77764,96.00000,-255.00000,167.00000,2.63373,0.26337,96.81818,11.80556,79.69944,4.03932,1.00000,,37.19748,1.45615,0.99204,6.34120,,68.29398,,797.00000,Bike,,19.00000,53.00000,306.00000,872.00000,,2.00000,8.00000,2.00000,718.00000,491.00000,29.00000,,2.00000,,,,,1248.00000,1248.00000,99.94505,7.89755,,286.91800,28.14277,49.69185,36.44333,37.19748,,,9.33234,521.00000,425.00000,113.00000,,1250.00000,632.00000,504.00000,114.00000,,148.40900,120.94300,29.63100,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_05_08_13_12_37.csv,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
846,183.85167,139.27546,2.26977,192.10000,2.37160,190.93333,2.35720,187.21667,142.45763,2.31132,198.00000,2.44444,183.14167,142.80567,2.26101,189.90000,2.34444,185.55833,182.12333,141.56420,2.24844,188.36667,2.32551,185.20556,184.55667,138.59197,2.27848,193.00000,2.38272,,,,184.22500,,,,,,,,,,53.21258,1.27208,53.06088,1.27026,1.04614,1494348196446.00000,10.73456,0.00027,16.28857,81.00000,43.59058,20.29936,-255.00000,2.81667,0.28333,28.30000,4.23333,42.90000,5.65000,0.56667,,8.46667,,11.30000,1.13333,,14.11667,1.41667,0.15000,2.26667,,,53.21258,220.00000,-255.00000,170.46713,31.84172,TDSPH----------,2017/05/09 16:43:16 UTC,17931.10000,,,,,1.27208,,7114.26667,1.27208,1.21423,,,,,,,38.19356,149.00000,198.00000,,21.70800,-255.00000,119.00000,4.87897,83.00000,-255.00000,148.00000,2.95576,0.29558,70.78118,91.41414,82.26549,2.04765,1.00000,,53.06088,1.27026,1.04614,20.00000,,,,624.00000,Bike,,341.00000,868.00000,1975.00000,,,778.00000,56.00000,2349.00000,1.00000,,,,8.00000,,1.00000,3.00000,450.00000,2722.00000,3180.00000,99.99939,17.93110,,518.62800,40.43419,71.39488,60.52833,53.06088,,,36.89658,,,,,3184.00000,3184.00000,,,,530.77900,,,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_05_09_16_43_16.csv,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
847,146.59833,125.10017,1.80986,157.10000,1.93951,156.33333,1.93004,153.60000,130.44068,1.89630,167.00000,2.06173,136.96083,115.18182,1.69087,155.15000,1.91543,153.13333,130.45944,122.60534,1.61061,155.06667,1.91440,152.72778,152.17333,129.16388,1.87868,160.60000,1.98272,,,,147.87917,,,,,,,,,,27.29985,1.09497,26.82941,1.08550,1.08801,1494436143143.00000,16.42923,,12.08262,81.00000,19.79943,19.15723,-255.00000,2.96667,0.30000,32.80000,4.46667,,5.96667,0.60000,,9.00000,,12.10000,1.20000,,15.23333,1.48333,0.15000,2.38333,,,27.29985,220.00000,-255.00000,135.18818,9.60051,TDSPH----------,2017/05/10 17:08:22 UTC,12899.20000,,,,,1.09497,,5356.93333,1.09497,0.99769,,,,,,,37.82438,139.00000,167.00000,,20.70000,-255.00000,130.00000,7.25064,72.00000,-255.00000,136.00000,3.13198,0.31320,51.18467,90.41916,72.35105,1.12083,1.00000,,26.82941,1.08550,1.08801,20.00000,,,,518.00000,Bike,,780.00000,1712.00000,213.00000,,,393.00000,2311.00000,1.00000,,,,,324.00000,,,3.00000,2.00000,2376.00000,2424.00000,99.99999,12.89920,,326.83500,21.30461,37.61767,47.34667,26.82941,,,17.50833,,,,,2705.00000,2705.00000,,,,339.65300,,,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_05_10_17_08_22.csv,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
848,114.92833,114.39399,1.41887,120.10000,1.48272,119.66667,1.47737,118.43333,116.16949,1.46214,121.00000,1.49383,,,,119.50000,1.47531,117.52500,,,,118.96667,1.46872,116.86111,116.41000,115.52508,1.43716,120.60000,1.48889,,,,115.27292,,,,,,,,,,4.50607,0.99539,4.38921,0.98240,0.98010,1494439312219.00000,-0.42368,,11.45255,81.00000,3.34450,18.13133,-255.00000,3.30000,0.33333,,4.95000,,6.60000,0.66667,,9.93333,,,1.31667,,,1.65000,0.16667,2.63333,,,4.50607,220.00000,-255.00000,112.65364,1.15543,TDSPH----------,2017/05/10 18:01:33 UTC,3047.07000,,,,,0.99539,,1152.10000,0.99539,1.00234,,,,,,,37.10988,119.00000,121.00000,,18.54000,-255.00000,114.00000,6.95618,96.00000,-255.00000,117.00000,3.30919,0.33092,36.84140,6.61157,94.64920,1.11453,1.00000,,4.38921,0.98240,0.98010,20.00000,,,,506.00000,Bike,,65.00000,542.00000,,,,600.00000,7.00000,,,,,,2.00000,,,,36.00000,569.00000,605.00000,100.00000,3.04707,,69.51700,4.31920,7.62644,10.91167,4.38921,,,0.80091,,,,,607.00000,607.00000,,,,71.91000,,,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_05_10_18_01_33.csv,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
849,167.12333,125.68114,2.06325,729.00000,9.00000,683.53333,8.43868,270.85000,122.10169,3.34383,917.00000,11.32099,141.72083,125.02335,1.74964,582.40000,7.19012,207.14167,,,,433.06667,5.34650,195.44444,192.27667,124.49164,2.37379,887.80000,10.96049,,,,176.80833,,,,,,,,,,34.58088,1.56612,26.04007,1.35902,1.25361,1494522840105.00000,20.06010,8.33085,13.54781,81.00000,32.33798,18.43925,-255.00000,2.88333,0.18333,,4.41667,,5.88333,0.40000,,9.13333,,13.40000,1.06667,,16.88333,1.35000,0.08333,2.25000,,,34.58088,220.00000,-255.00000,172.16484,15.52283,TDSPH----------,2017/05/11 17:13:02 UTC,7631.80000,,,,,1.56612,,3270.03333,1.56612,1.08409,,,,,78.00000,,37.54853,148.00000,917.00000,,37.87200,-255.00000,906.00000,51.21995,77.00000,-255.00000,142.00000,3.25393,0.32539,55.58429,98.25518,14.77405,2.01647,1.00000,,26.04007,1.35902,1.25361,8.80550,5.00000,55.97249,7.36900,499.00000,Bike,,134.00000,1150.00000,289.00000,,,1062.00000,210.00000,146.00000,53.00000,24.00000,8.00000,70.00000,156.00000,5.00000,10.00000,16.00000,522.00000,864.00000,1490.00000,79.51539,7.63180,,213.10700,14.65748,25.88081,28.87333,26.04007,,,6.96867,63.00000,37.00000,8.00000,,1573.00000,1172.00000,367.00000,34.00000,,149.03200,55.12300,15.20500,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_05_11_17_13_02.csv,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
850,,133.22037,,,,,,,121.38983,,,,,136.88574,,,,,,134.70317,,,,,,136.03344,,,,,139.60795,,,,,,,,,,,,,,,,,1494597200404.00000,,,,81.00000,,22.70864,-255.00000,1.73333,0.13333,24.61667,2.83333,37.71667,3.95000,0.26667,50.75000,6.48333,79.01667,8.65000,0.60000,,10.81667,0.76667,0.06667,1.28333,,53.70000,,220.00000,-255.00000,,,TDS-HC-AGL-----,2017/05/12 13:53:10 UTC,36239.20000,142.95100,,149.96200,,,0.39447,13606.75000,,,,,,,,125.00000,38.53245,176.00000,,125.00000,46.50000,-255.00000,,,107.00000,-255.00000,160.00000,2.64217,0.26422,,,,,1.00000,,,,,,,,,,Bike,3.00000,134.00000,1471.00000,3655.00000,609.00000,26.00000,,,,,,,,432.00000,67.00000,73.00000,180.00000,509.00000,4634.00000,5754.00000,,36.23920,,,89.00041,157.14853,124.54500,,87.29832,,,,,,,5895.00000,,,,,,,,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_05_12_13_53_10.csv,True,True,True,False,True,True,False,True,True,True,False,False,False,False,False
851,,125.38063,,,,,,,104.77966,,,,,129.58299,,,,,,132.37465,,,,,,123.54181,,,,,125.14699,,,,,,,,,,,,,,,,,1494676773097.00000,,,,81.00000,,16.01781,-255.00000,1.33333,0.10000,21.81667,2.13333,40.26667,3.11667,0.20000,79.86667,5.50000,129.11667,7.75000,0.45000,,10.26667,0.58333,0.05000,1.03333,,85.18333,,220.00000,-255.00000,,,TDS-HC-AGL-----,2017/05/13 11:59:16 UTC,38736.40000,332.84600,7.01000,341.83700,,,0.85926,19425.76667,,,,,,,,115.00000,38.53022,177.00000,,115.00000,62.10000,-255.00000,,,95.00000,-255.00000,157.00000,3.74583,0.37458,,,,,1.00000,,,,,,,,,,Bike,28.00000,815.00000,5131.00000,2758.00000,478.00000,79.00000,,,,,,,,3775.00000,427.00000,402.00000,582.00000,766.00000,3309.00000,8732.00000,,38.73640,,,105.42301,186.14602,183.97000,,129.38620,,,,,,,9261.00000,,,,,,,,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_05_13_11_59_16.csv,True,True,True,False,True,True,False,True,True,True,False,False,False,False,False
852,190.13333,141.54758,2.34733,420.90000,5.19630,419.93333,5.18436,404.05000,149.83051,4.98827,432.00000,5.33333,171.61583,132.85405,2.11871,419.05000,5.17346,298.35000,161.62278,133.61034,1.99534,414.30000,5.11481,239.01667,206.48333,135.07358,2.54918,423.40000,5.22716,,,,190.78125,,,,,,,,,,61.54440,1.39131,56.54067,1.33355,1.15556,1494833631216.00000,5.16603,1.27847,15.00232,81.00000,46.25130,20.25948,-255.00000,2.66667,0.21667,30.60000,4.15000,48.11667,5.58333,0.43333,,8.38333,,11.23333,0.86667,,14.15000,1.08333,0.11667,1.93333,,,61.54440,220.00000,-255.00000,178.46725,36.30447,TDSPH----------,2017/05/15 07:33:35 UTC,16984.20000,,,,,1.39131,,7043.78333,1.39131,1.15403,,,,,,,38.10447,165.00000,432.00000,,28.96200,-255.00000,425.00000,10.75760,84.00000,-255.00000,144.00000,2.96158,0.29616,65.40851,84.02778,34.72759,2.03302,1.00000,,56.54067,1.33355,1.15556,6.92600,,65.37000,,571.00000,Bike,,542.00000,1169.00000,1534.00000,33.00000,,632.00000,1533.00000,975.00000,57.00000,8.00000,1.00000,72.00000,299.00000,1.00000,1.00000,3.00000,83.00000,2891.00000,3018.00000,97.31016,16.98420,,491.77600,34.23270,60.44487,61.34167,56.54067,,,34.63964,36.00000,28.00000,18.00000,,3278.00000,3230.00000,28.00000,20.00000,,515.78000,11.82400,8.13700,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_05_15_07_33_35.csv,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
853,,131.53088,,,,,,,114.62712,,,,,138.45955,,,,,,,,,,,,122.02676,,,,,,,,,,,,,,,,,,,,,,1494846987933.00000,,,,81.00000,,22.65275,-255.00000,1.81667,0.13333,,3.60000,,4.80000,0.26667,,7.38333,,10.33333,0.53333,,12.61667,0.70000,0.06667,1.35000,,,,220.00000,-255.00000,,,TDS-HC-AGL-----,2017/05/15 11:15:35 UTC,8979.30000,17.06800,,35.05100,,,0.19008,3477.65000,,,,,,,,110.00000,37.67374,218.00000,,110.00000,46.30000,-255.00000,,,91.00000,-255.00000,159.00000,2.64868,0.26487,,,,,1.00000,,,,,,,,,,Bike,3.00000,66.00000,606.00000,762.00000,35.00000,48.00000,,,,,,,,160.00000,14.00000,14.00000,56.00000,127.00000,1146.00000,1439.00000,,8.97930,,,20.05331,35.40825,32.50667,,40.50415,,,,,,,1517.00000,,,,,,,,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_05_15_11_15_35.csv,True,True,True,False,True,True,False,True,True,True,False,False,False,False,False
854,,137.01503,,,,,,,111.62712,,,,,145.55213,,,,,,,,,,,,129.01338,,,,,,,,,,,,,,,,,,,,,,1494880438359.00000,,,,81.00000,,23.79189,-255.00000,2.13333,0.18333,,3.26667,,4.56667,0.36667,,7.10000,,9.61667,0.81667,,12.05000,1.03333,0.10000,1.70000,,,,220.00000,-255.00000,,,TDS-HC-AGL-----,2017/05/15 20:33:30 UTC,7983.50000,27.12700,,14.17300,,,0.33979,2933.23333,,,,,,,,100.00000,37.61577,164.00000,,100.00000,34.80000,-255.00000,,,94.00000,-255.00000,161.00000,2.52187,0.25219,,,,,1.00000,,,,,,,,,,Bike,,28.00000,159.00000,714.00000,308.00000,,,,,,,,,8.00000,3.00000,18.00000,42.00000,52.00000,1086.00000,1209.00000,,7.98350,,,20.78648,36.70280,27.88167,,80.77519,,,,,,,1209.00000,,,,,,,,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_05_15_20_33_30.csv,True,True,True,False,True,True,False,True,True,True,False,False,False,False,False
