,10m_critical_power,10m_critical_power_hr,10m_peak_wpk,10s_critical_power,10s_peak_wpk,15s_critical_power,15s_peak_wpk,1m_critical_power,1m_critical_power_hr,1m_peak_wpk,1s_critical_power,1s_peak_wpk,20m_critical_power,20m_critical_power_hr,20m_peak_wpk,20s_critical_power,20s_peak_wpk,2m_critical_power,30m_critical_power,30m_critical_power_hr,30m_peak_wpk,30s_critical_power,30s_peak_wpk,3m_critical_power,5m_critical_power,5m_critical_power_hr,5m_peak_wpk,5s_critical_power,5s_peak_wpk,60m_critical_power,60m_critical_power_hr,60m_peak_wpk,8m_critical_power,90m_critical_power,HRV_Recovery_Points,Rest_AVNN,Rest_HF,Rest_HR,Rest_LF,Rest_PNN50,Rest_SDNN,Rest_rMSSD,a_coggan_tss,a_friel_efficiency_factor,a_skiba_bike_score,a_skiba_response_index,a_skiba_variability_index,activity_crc,aerobic_decoupling,antiss_score,ap_percent_max,athlete_weight,atiss_score,average_speed,average_temp,best_1000m,best_100m,best_10km,best_1500m,best_15km,best_2000m,best_200m,best_20km,best_3000m,best_30km,best_4000m,best_400m,best_40km,best_5000m,best_500m,best_50m,best_800m,best_Marathon,best_half_marathon,coggan_tss,cp_setting,cpsolver_best_r,daniels_equivalent_power,daniels_points,data,date,distance_swim,elevation_gain,elevation_gain_carrying,elevation_loss,eoa,friel_efficiency_factor,gradient,heartbeats,hrnp,hrpw,l3_sustain,l4_sustain,l5_sustain,l6_sustain,l7_sustain,max_cadence,max_ct,max_heartrate,max_power,max_run_cadence,max_speed,max_temp,maxpowervariance,meanpowervariance,min_heartrate,min_temp,ninety_five_percent_hr,pace,pace_swim,peak_percent,power_fatigue_index,power_pacing_index,power_zone,ride_count,session_rpe,skiba_bike_score,skiba_response_index,skiba_variability_index,skiba_wprime_low,skiba_wprime_matches,skiba_wprime_max,skiba_wprime_maxmatch,skiba_wprime_tau,sport,time_carrying,time_in_zone_H1,time_in_zone_H2,time_in_zone_H3,time_in_zone_H4,time_in_zone_H5,time_in_zone_L1,time_in_zone_L2,time_in_zone_L3,time_in_zone_L4,time_in_zone_L5,time_in_zone_L6,time_in_zone_L7,time_in_zone_P1,time_in_zone_P2,time_in_zone_P3,time_in_zone_P4,time_in_zone_P5,time_in_zone_P6,time_riding,tiss_delta,total_distance,total_kcalories,total_work,trimp_100_points,trimp_points,trimp_zonal_points,triscore,vam,wattsRPE,wb,wcptime_in_zone_L1,wcptime_in_zone_L2,wcptime_in_zone_L3,wcptime_in_zone_L4,workout_time,wtime_in_zone_L1,wtime_in_zone_L2,wtime_in_zone_L3,wtime_in_zone_L4,wwork_in_zone_L1,wwork_in_zone_L2,wwork_in_zone_L3,wwork_in_zone_L4,VERSION,yob,gender,id,10m_critical_pace,10m_critical_pace_hr,10m_critical_pace_swim,10s_critical_pace,10s_critical_pace_swim,15s_critical_pace,15s_critical_pace_swim,1m_critical_pace,1m_critical_pace_hr,1m_critical_pace_swim,20m_critical_pace,20m_critical_pace_hr,20m_critical_pace_swim,20s_critical_pace,20s_critical_pace_swim,2m_critical_pace,2m_critical_pace_swim,30m_critical_pace,30m_critical_pace_hr,30m_critical_pace_swim,30s_critical_pace,30s_critical_pace_swim,3m_critical_pace,3m_critical_pace_swim,5m_critical_pace,5m_critical_pace_hr,5m_critical_pace_swim,60m_critical_pace,60m_critical_pace_hr,60m_critical_pace_swim,8m_critical_pace,8m_critical_pace_swim,90m_critical_pace,90m_critical_pace_swim,govss,govss_rtp,swimscore,swimscore_tp,average_lps,average_lte,average_rps,average_rte,filename,time,distance,speed,power,heartrate,cadence,torque,altitude,gps,slope,windspeed,temperature,pedal_data,moxy_O2,running_dynamics
270,221.63167,,3.07822,461.80000,6.41389,451.60000,6.27222,423.30000,,5.87917,507.00000,7.04167,212.13250,,2.94628,439.55000,6.10486,410.18333,207.12389,,2.87672,429.70000,5.96806,410.97778,296.56333,,4.11894,470.60000,6.53611,191.32944,,2.65735,237.69375,177.08963,9.00000,1191.80000,0.11860,50.30000,0.06350,71.90000,87.40000,107.40000,136.24987,,127.46689,,1.39847,1523405693517.00000,,1.32091,15.44521,72.00000,96.91193,23.41290,,1.21667,0.11667,20.21667,1.86667,32.68333,2.58333,0.23333,47.21667,4.66667,73.43333,7.20000,0.46667,,9.85000,0.58333,0.06667,0.96667,,49.40000,128.18540,269.00000,-255.00000,232.23710,91.34045,TDSP-C-AGL-EV--,2018/04/11 00:14:24 UTC,38488.20000,687.00000,,310.60000,1.94420,,1.78496,,,,,,,1085.00000,183.00000,116.00000,,,507.00000,116.00000,55.38960,35.00000,465.00000,27.96034,,23.00000,,2.56269,0.25627,61.17516,99.80276,33.38846,2.02348,1.00000,,122.60954,,1.37157,0.61954,7.00000,97.64433,25.55600,439.00000,Bike,11.00000,,,,,,3466.00000,1097.00000,78.00000,41.00000,397.00000,665.00000,181.00000,23.00000,69.00000,273.00000,368.00000,304.00000,4888.00000,5919.00000,98.65533,38.48820,,1002.98100,,,88.78500,122.60954,417.41772,,,527.00000,543.00000,161.00000,42.00000,5925.00000,4134.00000,1392.00000,315.00000,84.00000,605.84400,310.31800,83.71200,26.16900,1.8,1987,M,d0a080a4-912e-45ea-b86d-a07b72d064a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_04_11_00_14_24.csv,True,True,True,True,False,True,False,True,True,True,False,True,True,False,False
271,247.38667,,3.43593,383.50000,5.32639,358.26667,4.97593,281.01667,,3.90301,551.00000,7.65278,200.35000,,2.78264,337.30000,4.68472,256.80833,208.37333,,2.89407,313.30000,4.35139,254.69444,250.97333,,3.48574,432.80000,6.01111,186.87389,,2.59547,248.50417,178.60907,9.00000,1191.80000,0.11860,50.30000,0.06350,71.90000,87.40000,107.40000,108.54335,,105.15223,,1.25860,1523492069267.00000,,0.39583,14.14002,72.00000,84.87580,20.20783,,1.61667,0.15000,24.81667,2.43333,38.11667,3.33333,0.30000,51.96667,5.05000,85.45000,7.80000,0.61667,,10.38333,0.78333,0.08333,1.28333,,55.05000,102.00212,269.00000,-255.00000,193.10385,51.04559,TDSP-C-AGL-EV--,2018/04/12 00:13:41 UTC,38827.10000,854.00000,,472.20000,1.96642,,2.19949,,,,,,,,,123.00000,,,551.00000,123.00000,40.85640,35.00000,532.00000,42.00254,,22.00000,,2.96915,0.29691,55.89116,96.91470,28.12606,2.00840,1.00000,,101.04008,,1.23374,21.45504,,18.42190,1.52100,470.00000,Bike,36.00000,,,,,,2984.00000,1688.00000,1058.00000,1097.00000,228.00000,124.00000,21.00000,801.00000,132.00000,115.00000,155.00000,244.00000,5753.00000,6920.00000,99.53580,38.82710,,1115.81700,,,103.80000,101.04008,427.00000,,,505.00000,,,,7200.00000,7200.00000,,,,1136.38900,,,,1.8,1987,M,d0a080a4-912e-45ea-b86d-a07b72d064a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_04_12_00_13_41.csv,True,True,True,True,False,True,False,True,True,True,False,True,True,False,False
272,146.89667,,2.04023,408.00000,5.66667,384.06667,5.33426,304.56667,,4.23009,606.00000,8.41667,130.13250,,1.80740,359.25000,4.98958,230.55000,,,,322.10000,4.47361,217.32778,179.26667,,2.48981,556.00000,7.72222,,,,153.63958,,9.00000,1191.80000,0.11860,50.30000,0.06350,71.90000,87.40000,107.40000,18.50271,,16.02245,,1.28799,1523543876124.00000,,0.31029,10.88434,72.00000,15.29944,26.59012,,1.43333,0.13333,23.10000,2.21667,,3.10000,0.26667,,5.63333,,7.18333,0.55000,,9.73333,0.70000,0.06667,1.11667,,,17.53356,269.00000,-255.00000,156.05525,4.90510,TDSP-C-AGL-EV--,2018/04/12 14:36:57 UTC,11515.00000,387.60000,,120.60000,1.57643,,3.36604,,,,,,,19.00000,,101.00000,,,606.00000,101.00000,46.49760,28.00000,401.00000,62.43517,,25.00000,,2.25648,0.22565,38.70797,88.28383,19.68522,1.10884,1.00000,,15.52071,,1.26767,22.82493,1.00000,13.21318,2.29200,422.00000,Bike,15.00000,,,,,,902.00000,603.00000,114.00000,63.00000,44.00000,27.00000,15.00000,271.00000,6.00000,9.00000,16.00000,14.00000,1452.00000,1559.00000,98.01222,11.51500,,210.90900,,,23.38500,15.52071,789.23077,,,101.00000,,,,1768.00000,1768.00000,,,,210.14200,,,,1.8,1987,M,d0a080a4-912e-45ea-b86d-a07b72d064a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_04_12_14_36_57.csv,True,True,True,True,False,True,False,True,True,True,False,True,True,False,False
273,171.22833,,2.37817,448.20000,6.22500,372.40000,5.17222,263.80000,,3.66389,707.00000,9.81944,154.51667,,2.14606,324.15000,4.50208,218.01667,148.02389,,2.05589,289.23333,4.01713,197.00556,180.87000,,2.51208,583.00000,8.09722,98.52278,,1.36837,174.37500,,9.00000,1191.80000,0.11860,50.30000,0.06350,71.90000,87.40000,107.40000,44.51443,,40.07188,,1.54465,1523578894846.00000,,0.86722,8.62067,72.00000,32.03019,19.59760,,1.95000,0.16667,33.96667,3.46667,67.73333,5.35000,0.33333,,8.58333,,11.38333,0.70000,,14.23333,0.88333,0.08333,1.48333,,,41.96838,269.00000,-255.00000,158.83870,10.96130,TDSP-C-AGL-EV--,2018/04/13 00:20:34 UTC,17670.50000,474.60000,,87.60000,1.78799,,2.68583,,,,,,,,,122.00000,,,707.00000,122.00000,36.65520,31.00000,681.00000,49.95453,,23.00000,,3.06160,0.30616,32.94935,97.87836,13.36387,1.08621,1.00000,,38.62210,,1.51645,22.59638,,14.08220,1.76900,404.00000,Bike,77.00000,,,,,,3003.00000,1348.00000,299.00000,152.00000,29.00000,41.00000,29.00000,1863.00000,26.00000,40.00000,35.00000,70.00000,2867.00000,3246.00000,97.36385,17.67050,,463.05900,,,48.69000,38.62210,348.61457,,,129.00000,,,,4901.00000,4901.00000,,,,506.09300,,,,1.8,1987,M,d0a080a4-912e-45ea-b86d-a07b72d064a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_04_13_00_20_34.csv,True,True,True,True,False,True,False,True,True,True,False,True,True,False,False
274,231.54000,143.53923,3.21583,493.60000,6.85556,477.80000,6.63611,437.35000,154.84746,6.07431,562.00000,7.80556,212.97917,140.81902,2.95804,461.65000,6.41181,373.40833,202.12389,140.47415,2.80728,451.00000,6.26389,309.45000,249.97333,150.13378,3.47185,515.40000,7.15833,187.63917,136.55765,2.60610,211.49792,168.06556,9.00000,1191.80000,0.11860,50.30000,0.06350,71.90000,87.40000,107.40000,124.30411,1.86033,111.68090,1.76335,1.38718,1523622091941.00000,11.08793,3.25986,15.19536,72.00000,82.92889,24.34793,,1.13333,0.11667,20.78333,1.75000,32.91667,2.41667,0.21667,44.33333,4.31667,68.25000,7.68333,0.43333,,9.45000,0.55000,0.06667,0.90000,,46.50000,116.40382,269.00000,-255.00000,226.30594,75.51479,TDSPHC-AGL-EV--,2018/04/13 12:21:27 UTC,36704.50000,903.20000,3.20000,549.80000,2.11053,1.82032,2.46073,11898.25000,1.82032,1.27117,,,,,551.00000,118.00000,38.34387,176.00000,562.00000,118.00000,59.36400,24.00000,562.00000,29.03794,70.00000,11.00000,169.00000,2.46428,0.24643,59.91643,99.82206,29.63366,2.02059,1.00000,,106.93076,1.72544,1.35736,9.60553,6.00000,63.47708,14.74700,463.00000,Bike,1.00000,692.00000,3722.00000,380.00000,657.00000,,2502.00000,2276.00000,113.00000,12.00000,8.00000,157.00000,383.00000,64.00000,9.00000,11.00000,22.00000,86.00000,5259.00000,5427.00000,96.21777,36.70450,1040.39333,907.81600,61.92268,101.50772,108.11667,106.93076,596.49972,,108.01422,179.00000,263.00000,109.00000,,5451.00000,3972.00000,1135.00000,344.00000,,570.40300,234.11300,100.52800,,1.8,1987,M,d0a080a4-912e-45ea-b86d-a07b72d064a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_04_13_12_21_27.csv,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False
275,155.42667,138.59432,2.15870,358.40000,4.97778,316.80000,4.40000,277.26667,141.83051,3.85093,610.00000,8.47222,142.82250,134.61968,1.98365,330.55000,4.59097,208.09167,137.83500,133.02223,1.91438,301.86667,4.19259,208.93889,187.05667,144.69565,2.59801,475.60000,6.60556,101.60667,118.60906,1.41120,187.78750,,9.00000,1191.80000,0.11860,50.30000,0.06350,71.90000,87.40000,107.40000,36.93419,1.34428,31.96953,1.25067,1.49117,1523752377073.00000,27.86449,0.53636,9.13305,72.00000,31.52438,16.25087,,1.90000,0.16667,47.18333,4.10000,,6.53333,0.31667,,12.10000,,16.35000,0.63333,,21.15000,0.80000,0.08333,1.43333,,,34.70679,269.00000,-255.00000,159.17774,9.08664,TDSPHC-AGL-EV--,2018/04/15 00:32:17 UTC,12043.70000,534.20000,,164.40000,1.96430,1.31765,4.43551,7369.63333,1.31765,0.83872,,,,,,159.00000,37.98266,168.00000,610.00000,159.00000,39.54960,29.00000,579.00000,75.15194,62.00000,24.00000,155.00000,3.69211,0.36921,34.55916,99.50820,16.40954,1.09133,1.00000,,30.71608,1.22591,1.46164,23.19991,,11.78741,1.00100,400.00000,Bike,21.00000,1479.00000,1443.00000,784.00000,32.00000,,2355.00000,651.00000,337.00000,184.00000,82.00000,94.00000,35.00000,1297.00000,61.00000,77.00000,105.00000,231.00000,1967.00000,2668.00000,98.32705,12.04370,433.24151,374.16700,22.87082,37.49134,65.38667,30.71608,514.47833,,27.57474,258.00000,,,,3738.00000,3738.00000,,,,394.96200,,,,1.8,1987,M,d0a080a4-912e-45ea-b86d-a07b72d064a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_04_15_00_32_17.csv,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False
276,172.70167,150.54925,2.39863,434.50000,6.03472,424.40000,5.89444,332.80000,162.88136,4.62222,509.00000,7.06944,104.22583,131.20017,1.44758,410.40000,5.70000,239.40833,69.48389,116.32685,0.96505,375.03333,5.20880,223.15000,194.96000,151.25084,2.70778,467.40000,6.49167,,,,181.53333,,9.00000,1191.80000,0.11860,50.30000,0.06350,71.90000,87.40000,107.40000,22.39464,1.36920,18.71128,1.25155,2.56019,1523799614769.00000,86.80784,0.22356,4.95352,72.00000,13.38080,11.64302,,3.66667,0.21667,,5.83333,,9.01667,0.50000,,18.58333,,,1.21667,,,1.66667,0.10000,2.91667,,,21.65312,269.00000,-255.00000,169.87725,4.88193,TDSPHC-AGL-EV--,2018/04/15 13:40:04 UTC,3573.76000,159.40000,,68.00000,0.54952,1.36136,4.46029,4666.28333,1.36136,,,,,60.00000,,127.00000,37.37139,172.00000,509.00000,127.00000,38.69640,19.00000,509.00000,76.40878,57.00000,17.00000,159.00000,5.15330,0.51533,16.19922,99.41061,10.66612,1.04954,1.00000,,18.49708,1.24436,2.54550,21.34134,1.00000,18.85420,4.38700,370.00000,Bike,39.00000,1571.00000,280.00000,571.00000,101.00000,,2067.00000,181.00000,107.00000,56.00000,41.00000,47.00000,24.00000,1779.00000,71.00000,75.00000,76.00000,105.00000,417.00000,1105.00000,98.35672,3.57376,156.41770,136.97500,7.62701,12.50269,43.48500,18.49708,227.44352,,6.39164,125.00000,,,,2523.00000,2523.00000,,,,139.69800,,,,1.8,1987,M,d0a080a4-912e-45ea-b86d-a07b72d064a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_04_15_13_40_04.csv,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False
277,288.05167,177.48080,4.00072,664.00000,9.22222,612.33333,8.50463,444.01667,178.27119,6.16690,1049.00000,14.56944,267.65667,179.52794,3.71745,564.20000,7.83611,349.40000,263.69500,179.34686,3.66243,586.20000,8.14167,332.88333,302.50667,179.28094,4.20148,795.80000,11.05278,246.03667,179.32509,3.41718,289.96875,,9.00000,1191.80000,0.11860,50.30000,0.06350,71.90000,87.40000,107.40000,122.93576,1.60247,107.07295,1.49552,1.12626,1523802489483.00000,14.05453,18.79058,21.63463,72.00000,174.42841,17.29501,,2.73333,0.18333,33.43333,4.20000,51.48333,5.85000,0.41667,,9.08333,,12.81667,0.91667,,16.15000,1.18333,0.08333,2.11667,,,118.92633,269.00000,-255.00000,266.86700,103.24277,TDSPHC-AGL-EV--,2018/04/15 14:27:38 UTC,18433.60000,470.40000,14.00000,472.60000,0.54255,1.59370,2.55186,11610.01667,1.59370,1.32786,,841.00000,121.00000,717.00000,396.00000,130.00000,39.29977,188.00000,1049.00000,130.00000,39.98880,27.00000,936.00000,145.46193,114.00000,19.00000,185.00000,3.46921,0.34692,85.60423,97.90276,22.60396,3.04035,1.00000,,105.90647,1.48735,1.12011,-1.49496,36.00000,105.68426,11.29800,414.00000,Bike,28.00000,13.00000,40.00000,45.00000,1591.00000,2222.00000,1218.00000,295.00000,316.00000,365.00000,390.00000,611.00000,716.00000,279.00000,119.00000,121.00000,142.00000,209.00000,3041.00000,3837.00000,90.27498,18.43360,1194.15805,927.35900,121.52728,199.21550,240.02833,105.90647,432.99412,,107.66653,38.00000,166.00000,801.00000,834.00000,3911.00000,157.00000,510.00000,1727.00000,1517.00000,25.24100,94.27100,384.31300,425.49900,1.8,1987,M,d0a080a4-912e-45ea-b86d-a07b72d064a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_04_15_14_27_38.csv,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False
278,195.83000,162.15860,2.71986,614.00000,8.52778,562.33333,7.81019,392.46667,168.16949,5.45093,890.00000,12.36111,188.91250,162.15096,2.62378,517.65000,7.18958,280.28333,151.22333,152.39578,2.10032,450.00000,6.25000,248.57778,227.34000,161.72910,3.15750,770.40000,10.70000,,,,209.81250,,9.00000,1191.80000,0.11860,50.30000,0.06350,71.90000,87.40000,107.40000,36.30101,1.45845,30.01469,1.32617,1.43632,1523808122300.00000,-17.25072,3.04356,12.70381,72.00000,37.37050,13.83702,,3.48333,0.20000,,5.66667,,7.96667,0.46667,,11.86667,,16.83333,1.05000,,21.33333,1.48333,0.08333,2.70000,,,35.13482,269.00000,-255.00000,210.11897,16.24522,TDSPHC-AGL-EV--,2018/04/15 16:01:40 UTC,6038.32000,243.60000,,161.20000,0.51876,1.45083,4.03423,4873.31667,1.45083,0.92331,,,,71.00000,74.00000,123.00000,38.14444,180.00000,890.00000,123.00000,38.92320,38.00000,890.00000,108.92923,94.00000,32.00000,176.00000,4.33620,0.43362,46.67186,96.62921,15.64424,1.12704,1.00000,,29.70195,1.31924,1.42882,15.19867,5.00000,42.21036,7.41700,401.00000,Bike,44.00000,339.00000,147.00000,508.00000,948.00000,13.00000,1037.00000,245.00000,192.00000,148.00000,91.00000,137.00000,105.00000,661.00000,81.00000,79.00000,99.00000,128.00000,907.00000,1571.00000,92.46905,6.03832,379.28538,272.20200,28.03880,45.96304,50.62333,29.70195,448.57289,,13.26527,241.00000,131.00000,,,1955.00000,1548.00000,407.00000,,,176.92000,94.51700,,,1.8,1987,M,d0a080a4-912e-45ea-b86d-a07b72d064a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_04_15_16_01_40.csv,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False
279,105.00500,125.80134,1.45840,525.30000,7.29583,438.60000,6.09167,214.65000,142.83051,2.98125,787.00000,10.93056,93.21833,121.50626,1.29470,374.60000,5.20278,165.60833,,,,319.03333,4.43102,143.94444,112.37333,126.41472,1.56074,634.60000,8.81389,,,,110.14375,,9.00000,1191.80000,0.11860,50.30000,0.06350,71.90000,87.40000,107.40000,10.83582,1.06410,8.40175,0.93700,1.29855,1523889298806.00000,-14.81051,0.73335,7.89621,72.00000,10.31215,25.78766,,1.56667,0.13333,22.66667,2.41667,,3.40000,0.28333,,6.00000,,8.00000,0.56667,,10.41667,0.73333,0.06667,1.23333,,,10.27950,269.00000,-255.00000,112.80434,1.38041,TDSPHC-AGL-EV--,2018/04/16 14:33:57 UTC,11497.00000,376.60000,,129.80000,1.46949,1.04799,3.27564,3458.16667,1.04799,,,,,24.00000,,114.00000,37.53268,158.00000,787.00000,114.00000,45.42120,26.00000,787.00000,59.93060,73.00000,24.00000,144.00000,2.32669,0.23267,26.32863,99.87294,10.99649,1.07896,1.00000,,8.15170,0.92295,1.27909,23.66200,1.00000,10.03042,2.52100,394.00000,Bike,17.00000,615.00000,977.00000,141.00000,,,1482.00000,149.00000,31.00000,16.00000,14.00000,21.00000,20.00000,195.00000,11.00000,6.00000,9.00000,16.00000,1496.00000,1607.00000,93.36063,11.49700,263.33499,149.97800,13.98325,22.92225,29.95667,8.15170,782.31968,,5.18649,60.00000,,,,1733.00000,1733.00000,,,,149.33100,,,,1.8,1987,M,d0a080a4-912e-45ea-b86d-a07b72d064a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_04_16_14_33_57.csv,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False
280,157.88500,135.62270,2.19285,524.10000,7.27917,481.46667,6.68704,279.08333,148.05085,3.87616,705.00000,9.79167,144.36500,131.14929,2.00507,421.20000,5.85000,244.32500,127.47722,125.89661,1.77052,323.46667,4.49259,211.82778,183.91333,141.24415,2.55435,618.00000,8.58333,,,,178.26667,,9.00000,1191.80000,0.11860,50.30000,0.06350,71.90000,87.40000,107.40000,19.96142,1.31531,17.45506,1.22996,1.26455,1523925220722.00000,5.95356,0.91202,10.98420,72.00000,15.32763,21.56705,,1.68333,0.16667,27.30000,2.86667,,3.93333,0.33333,,5.83333,,8.51667,0.66667,,11.80000,0.83333,0.08333,1.33333,,,18.95496,269.00000,-255.00000,151.36842,5.26649,TDSPHC-AGL-EV--,2018/04/17 00:32:58 UTC,11322.70000,381.40000,,22.00000,1.52871,1.29601,3.36845,4039.10000,1.29601,0.97265,,,,,14.00000,118.00000,37.63111,161.00000,705.00000,118.00000,38.43360,30.00000,683.00000,44.79940,78.00000,24.00000,158.00000,2.78202,0.27820,39.62651,99.85816,17.07615,1.10984,1.00000,,16.94175,1.21174,1.24582,21.72815,1.00000,17.38346,2.64800,427.00000,Bike,45.00000,623.00000,1016.00000,308.00000,15.00000,,1386.00000,353.00000,111.00000,50.00000,22.00000,22.00000,18.00000,154.00000,13.00000,9.00000,22.00000,23.00000,1741.00000,1891.00000,94.38399,11.32270,328.10245,236.19900,18.10999,29.68708,34.63167,16.94175,699.81651,,9.54031,76.00000,,,,1962.00000,1962.00000,,,,236.33500,,,,1.8,1987,M,d0a080a4-912e-45ea-b86d-a07b72d064a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_04_17_00_32_58.csv,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False
281,244.39833,158.22371,3.39442,370.50000,5.14583,301.80000,4.19167,261.56667,159.23729,3.63287,793.00000,11.01389,217.47583,145.34612,3.02050,267.35000,3.71319,257.72500,208.55278,143.90384,2.89657,265.10000,3.68194,253.21111,249.06000,153.86957,3.45917,499.20000,6.93333,205.69889,144.07530,2.85693,245.28125,185.21796,9.00000,1191.80000,0.11860,50.30000,0.06350,71.90000,87.40000,107.40000,100.80749,1.53291,98.87549,1.51815,1.22048,1524017254175.00000,14.27046,0.32582,15.11243,72.00000,74.03598,23.53058,,0.98333,0.10000,19.98333,1.50000,30.80000,2.03333,0.18333,43.33333,3.60000,69.90000,6.13333,0.38333,,9.00000,0.48333,0.05000,0.78333,,46.01667,94.51247,269.00000,-255.00000,199.41684,51.30175,TDSPHC-AGL-EV--,2018/04/18 02:07:13 UTC,39969.30000,924.80000,,565.60000,2.08371,1.50083,2.31378,13930.26667,1.50083,1.24390,,,,,,121.00000,38.61151,164.00000,793.00000,121.00000,67.65120,25.00000,793.00000,25.75779,75.00000,21.00000,160.00000,2.54987,0.25499,59.78713,99.74779,20.88679,2.01963,1.00000,,94.77326,1.48633,1.19489,25.05691,,4.72659,1.20800,498.00000,Bike,10.00000,1259.00000,2465.00000,2281.00000,298.00000,,2642.00000,1111.00000,1118.00000,1303.00000,113.00000,13.00000,3.00000,287.00000,15.00000,18.00000,25.00000,259.00000,5699.00000,6115.00000,99.56184,39.96930,1205.19618,1043.98000,73.38462,120.29689,119.63000,94.77326,528.20562,,145.42920,287.00000,,,,6303.00000,6303.00000,,,,1090.15300,,,,1.8,1987,M,d0a080a4-912e-45ea-b86d-a07b72d064a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_04_18_02_07_13.csv,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False
282,210.04667,151.37730,2.91731,568.00000,7.88889,533.13333,7.40463,452.35000,146.18644,6.28264,713.00000,9.90278,195.91333,142.15847,2.72102,508.40000,7.06111,423.49167,182.58944,142.98054,2.53596,477.36667,6.63009,386.29444,279.76000,156.55184,3.88556,623.80000,8.66389,,,,236.04375,,9.00000,1191.80000,0.11860,50.30000,0.06350,71.90000,87.40000,107.40000,70.76323,1.82990,64.10833,1.74173,1.59670,1524106143666.00000,17.31570,1.67517,13.11999,72.00000,47.53567,24.48935,,1.28333,0.13333,21.23333,1.95000,35.33333,2.66667,0.25000,50.10000,4.53333,,6.85000,0.50000,,9.33333,0.63333,0.06667,1.00000,,,66.52193,269.00000,-255.00000,228.78474,43.12351,TDSPHC-AGL-EV--,2018/04/19 02:48:53 UTC,20176.50000,630.40000,,265.40000,2.00646,1.79400,3.12443,6914.05000,1.79400,1.09083,,,,427.00000,,114.00000,38.15057,177.00000,713.00000,114.00000,51.82920,26.00000,713.00000,35.41810,69.00000,22.00000,172.00000,2.45005,0.24500,50.07369,99.85975,20.16762,1.13120,1.00000,,61.60193,1.70734,1.56518,4.65216,3.00000,82.31120,21.64600,419.00000,Bike,2.00000,835.00000,1264.00000,313.00000,756.00000,,2132.00000,181.00000,150.00000,276.00000,78.00000,234.00000,117.00000,269.00000,7.00000,10.00000,24.00000,91.00000,2767.00000,2967.00000,96.59593,20.17650,574.81763,455.54300,34.50680,56.56581,67.15833,61.60193,716.36364,,31.49647,216.00000,160.00000,85.00000,33.00000,3168.00000,2505.00000,432.00000,176.00000,55.00000,312.93700,93.25700,45.37800,17.38600,1.8,1987,M,d0a080a4-912e-45ea-b86d-a07b72d064a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_04_19_02_48_53.csv,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False
